date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:22:33	97/97	---MCZ	200	added ('OK')	text/plain	date:Mon,%2013%20May%202019%2017:56:40%20GMT	https://www.designdok.com/robots.txt		(from )
17:22:34	350508/350508	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:33%20GMT	https://www.designdok.com/	/Users/canyonsmith/websites/consultancy/www.designdok.com/index.html	(from )
17:22:35	105414/105414	---MCZ	200	added ('OK')	image/x-icon	date:Thu,%2031%20Oct%202019%2000:41:48%20GMT	https://www.designdok.com/favicon.ico	/Users/canyonsmith/websites/consultancy/www.designdok.com/favicon.ico	(from https://www.designdok.com/)
17:22:37	308101/308101	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2019:39:30%20GMT	https://www.designdok.com/assets/css/m-style.css	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/css/m-style.css	(from https://www.designdok.com/)
17:22:37	333423/333423	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2019:38:42%20GMT	https://www.designdok.com/assets/css/style.css	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/css/style.css	(from https://www.designdok.com/)
17:22:38	12322/12322	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2031%20Oct%202019%2000:10:50%20GMT	https://www.designdok.com/assets/images/logo.svg	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/logo.svg	(from https://www.designdok.com/)
17:22:39	76971/76971	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:38%20GMT	https://www.designdok.com/services	/Users/canyonsmith/websites/consultancy/www.designdok.com/services.html	(from https://www.designdok.com/)
17:22:40	81871/81871	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:39%20GMT	https://www.designdok.com/logo-design	/Users/canyonsmith/websites/consultancy/www.designdok.com/logo-design.html	(from https://www.designdok.com/)
17:22:41	97649/97649	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:40%20GMT	https://www.designdok.com/branding	/Users/canyonsmith/websites/consultancy/www.designdok.com/branding.html	(from https://www.designdok.com/)
17:22:42	119600/119600	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:41%20GMT	https://www.designdok.com/website-design-development	/Users/canyonsmith/websites/consultancy/www.designdok.com/website-design-development.html	(from https://www.designdok.com/)
17:22:43	139841/139841	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:42%20GMT	https://www.designdok.com/motion-graphics	/Users/canyonsmith/websites/consultancy/www.designdok.com/motion-graphics.html	(from https://www.designdok.com/)
17:22:44	75431/75431	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:43%20GMT	https://www.designdok.com/mobile-apps	/Users/canyonsmith/websites/consultancy/www.designdok.com/mobile-apps.html	(from https://www.designdok.com/)
17:22:45	80654/80654	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:44%20GMT	https://www.designdok.com/seo	/Users/canyonsmith/websites/consultancy/www.designdok.com/seo.html	(from https://www.designdok.com/)
17:22:46	72920/72920	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:45%20GMT	https://www.designdok.com/content	/Users/canyonsmith/websites/consultancy/www.designdok.com/content.html	(from https://www.designdok.com/)
17:22:47	213651/213651	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:46%20GMT	https://www.designdok.com/works	/Users/canyonsmith/websites/consultancy/www.designdok.com/works.html	(from https://www.designdok.com/)
17:22:49	75487/75487	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:48%20GMT	https://www.designdok.com/combo-packages	/Users/canyonsmith/websites/consultancy/www.designdok.com/combo-packages.html	(from https://www.designdok.com/)
17:22:49	129302/129302	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:47%20GMT	https://www.designdok.com/packages	/Users/canyonsmith/websites/consultancy/www.designdok.com/packages.html	(from https://www.designdok.com/)
17:22:50	73325/73325	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:49%20GMT	https://www.designdok.com/reviews	/Users/canyonsmith/websites/consultancy/www.designdok.com/reviews.html	(from https://www.designdok.com/)
17:22:51	40646/40646	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:50%20GMT	https://www.designdok.com/how-it-works	/Users/canyonsmith/websites/consultancy/www.designdok.com/how-it-works.html	(from https://www.designdok.com/)
17:22:52	35236/35236	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:51%20GMT	https://www.designdok.com/company	/Users/canyonsmith/websites/consultancy/www.designdok.com/company.html	(from https://www.designdok.com/)
17:22:53	27826/27826	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202020%2000:22:52%20GMT	https://www.designdok.com/contact	/Users/canyonsmith/websites/consultancy/www.designdok.com/contact.html	(from https://www.designdok.com/)
17:22:53	14606/14606	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2020:39:30%20GMT	https://www.designdok.com/assets/images/goodfirms.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/goodfirms.png	(from https://www.designdok.com/)
17:22:54	4119/4119	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2020:39:30%20GMT	https://www.designdok.com/assets/images/clutch.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/clutch.png	(from https://www.designdok.com/)
17:22:55	6718/6718	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2020:39:30%20GMT	https://www.designdok.com/assets/images/top-design-firm.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/top-design-firm.png	(from https://www.designdok.com/)
17:22:56	6799/6799	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2020:39:32%20GMT	https://www.designdok.com/assets/images/top-digital-agency.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/top-digital-agency.png	(from https://www.designdok.com/)
17:22:57	99524/99524	---M--	200	added ('OK')	image/webp	date:Wed,%2022%20Jan%202020%2021:45:16%20GMT	https://www.designdok.com/assets/images/banners/home2.webp	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/banners/home2.webp	(from https://www.designdok.com/)
17:22:58	160735/160735	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2022:58:10%20GMT	https://www.designdok.com/assets/images/web_banner.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/web_banner.png	(from https://www.designdok.com/)
17:22:59	54888/54888	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2021:22:42%20GMT	https://www.designdok.com/assets/images/portfolio/mobile/1-pop.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/mobile/1-pop.png	(from https://www.designdok.com/)
17:23:00	136066/136066	---M--	200	added ('OK')	image/png	date:Wed,%2015%20May%202019%2023:07:56%20GMT	https://www.designdok.com/assets/images/seo-banner-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/seo-banner-1.png	(from https://www.designdok.com/)
17:23:02	372250/372250	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:06%20GMT	https://www.designdok.com/assets/images/portfolio/web/aviation-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/aviation-1.png	(from https://www.designdok.com/)
17:23:03	478805/478805	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:08%20GMT	https://www.designdok.com/assets/images/portfolio/web/aviation-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/aviation-2.png	(from https://www.designdok.com/)
17:23:04	621111/621111	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:06%20GMT	https://www.designdok.com/assets/images/portfolio/web/b2b-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/b2b-1.png	(from https://www.designdok.com/)
17:23:05	741504/741504	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:06%20GMT	https://www.designdok.com/assets/images/portfolio/web/b2b-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/b2b-2.png	(from https://www.designdok.com/)
17:23:06	450128/450128	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:08%20GMT	https://www.designdok.com/assets/images/portfolio/web/cbd-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/cbd-1.png	(from https://www.designdok.com/)
17:23:07	636244/636244	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:06%20GMT	https://www.designdok.com/assets/images/portfolio/web/cbd-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/cbd-2.png	(from https://www.designdok.com/)
17:23:08	339731/339731	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:06%20GMT	https://www.designdok.com/assets/images/portfolio/web/clothing-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/clothing-1.png	(from https://www.designdok.com/)
17:23:09	348157/348157	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:06%20GMT	https://www.designdok.com/assets/images/portfolio/web/clothing-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/clothing-2.png	(from https://www.designdok.com/)
17:23:10	862027/862027	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:08%20GMT	https://www.designdok.com/assets/images/portfolio/web/construction-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/construction-1.png	(from https://www.designdok.com/)
17:23:11	474529/474529	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:08%20GMT	https://www.designdok.com/assets/images/portfolio/web/construction-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/construction-2.png	(from https://www.designdok.com/)
17:23:12	340153/340153	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:08%20GMT	https://www.designdok.com/assets/images/portfolio/web/dental-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/dental-1.png	(from https://www.designdok.com/)
17:23:13	599185/599185	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:10%20GMT	https://www.designdok.com/assets/images/portfolio/web/dental-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/dental-2.png	(from https://www.designdok.com/)
17:23:14	695664/695664	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:10%20GMT	https://www.designdok.com/assets/images/portfolio/web/education-portals-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/education-portals-1.png	(from https://www.designdok.com/)
17:23:15	658685/658685	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:10%20GMT	https://www.designdok.com/assets/images/portfolio/web/education-portals-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/education-portals-2.png	(from https://www.designdok.com/)
17:23:16	746758/746758	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:10%20GMT	https://www.designdok.com/assets/images/portfolio/web/financial-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/financial-1.png	(from https://www.designdok.com/)
17:23:17	216715/216715	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:10%20GMT	https://www.designdok.com/assets/images/portfolio/web/financial-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/financial-2.png	(from https://www.designdok.com/)
17:23:18	1101683/1101683	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:12%20GMT	https://www.designdok.com/assets/images/portfolio/web/fitness-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/fitness-1.png	(from https://www.designdok.com/)
17:23:19	702308/702308	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:12%20GMT	https://www.designdok.com/assets/images/portfolio/web/fitness-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/fitness-2.png	(from https://www.designdok.com/)
17:23:20	654261/654261	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:10%20GMT	https://www.designdok.com/assets/images/portfolio/web/food-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/food-1.png	(from https://www.designdok.com/)
17:23:21	544149/544149	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:12%20GMT	https://www.designdok.com/assets/images/portfolio/web/food-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/food-2.png	(from https://www.designdok.com/)
17:23:22	411037/411037	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:12%20GMT	https://www.designdok.com/assets/images/portfolio/web/hotel-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/hotel-1.png	(from https://www.designdok.com/)
17:23:23	583841/583841	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:12%20GMT	https://www.designdok.com/assets/images/portfolio/web/hotel-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/hotel-2.png	(from https://www.designdok.com/)
17:23:24	851875/851875	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:14%20GMT	https://www.designdok.com/assets/images/portfolio/web/interior-design-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/interior-design-1.png	(from https://www.designdok.com/)
17:23:25	442366/442366	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:14%20GMT	https://www.designdok.com/assets/images/portfolio/web/interior-design-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/interior-design-2.png	(from https://www.designdok.com/)
17:23:26	494151/494151	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:14%20GMT	https://www.designdok.com/assets/images/portfolio/web/law-firm-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/law-firm-1.png	(from https://www.designdok.com/)
17:23:27	797451/797451	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:16%20GMT	https://www.designdok.com/assets/images/portfolio/web/law-firm-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/law-firm-2.png	(from https://www.designdok.com/)
17:23:28	1210653/1210653	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:18%20GMT	https://www.designdok.com/assets/images/portfolio/web/non-profit-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/non-profit-1.png	(from https://www.designdok.com/)
17:23:29	756703/756703	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:14%20GMT	https://www.designdok.com/assets/images/portfolio/web/non-profit-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/non-profit-2.png	(from https://www.designdok.com/)
17:23:30	259327/259327	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:16%20GMT	https://www.designdok.com/assets/images/portfolio/web/online-courses-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/online-courses-1.png	(from https://www.designdok.com/)
17:23:31	809003/809003	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:18%20GMT	https://www.designdok.com/assets/images/portfolio/web/online-courses-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/online-courses-2.png	(from https://www.designdok.com/)
17:23:32	590188/590188	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:16%20GMT	https://www.designdok.com/assets/images/portfolio/web/real-estate-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/real-estate-1.png	(from https://www.designdok.com/)
17:23:33	553557/553557	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:18%20GMT	https://www.designdok.com/assets/images/portfolio/web/real-estate-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/real-estate-2.png	(from https://www.designdok.com/)
17:23:34	681180/681180	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:18%20GMT	https://www.designdok.com/assets/images/portfolio/web/restaurant-1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/restaurant-1.png	(from https://www.designdok.com/)
17:23:35	887744/887744	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2022:32:18%20GMT	https://www.designdok.com/assets/images/portfolio/web/restaurant-2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/restaurant-2.png	(from https://www.designdok.com/)
17:23:36	475594/475594	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:50%20GMT	https://www.designdok.com/assets/images/portfolio/web/1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/1.png	(from https://www.designdok.com/)
17:23:37	919327/919327	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:50%20GMT	https://www.designdok.com/assets/images/portfolio/web/2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/2.png	(from https://www.designdok.com/)
17:23:38	590265/590265	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:50%20GMT	https://www.designdok.com/assets/images/portfolio/web/3.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/3.png	(from https://www.designdok.com/)
17:23:39	900760/900760	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:50%20GMT	https://www.designdok.com/assets/images/portfolio/web/4.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/4.png	(from https://www.designdok.com/)
17:23:40	401528/401528	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:50%20GMT	https://www.designdok.com/assets/images/portfolio/web/5.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/5.png	(from https://www.designdok.com/)
17:23:41	479554/479554	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:50%20GMT	https://www.designdok.com/assets/images/portfolio/web/6.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/6.png	(from https://www.designdok.com/)
17:23:42	530753/530753	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:52%20GMT	https://www.designdok.com/assets/images/portfolio/web/7.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/7.png	(from https://www.designdok.com/)
17:23:43	487621/487621	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:52%20GMT	https://www.designdok.com/assets/images/portfolio/web/8.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/8.png	(from https://www.designdok.com/)
17:23:44	390094/390094	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:52%20GMT	https://www.designdok.com/assets/images/portfolio/web/9.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/9.png	(from https://www.designdok.com/)
17:23:45	34411/34411	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/1.png	(from https://www.designdok.com/)
17:23:46	32076/32076	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/2.png	(from https://www.designdok.com/)
17:23:47	664954/664954	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2022:57:52%20GMT	https://www.designdok.com/assets/images/portfolio/web/10.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/web/10.png	(from https://www.designdok.com/)
17:23:47	60417/60417	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:16%20GMT	https://www.designdok.com/assets/images/portfolio/logo/3.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/3.png	(from https://www.designdok.com/)
17:23:48	31000/31000	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/4.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/4.png	(from https://www.designdok.com/)
17:23:49	33084/33084	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/5.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/5.png	(from https://www.designdok.com/)
17:23:50	26772/26772	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/6.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/6.png	(from https://www.designdok.com/)
17:23:51	29904/29904	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/7.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/7.png	(from https://www.designdok.com/)
17:23:52	51022/51022	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/8.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/8.png	(from https://www.designdok.com/)
17:23:53	39093/39093	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:16%20GMT	https://www.designdok.com/assets/images/portfolio/logo/9.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/9.png	(from https://www.designdok.com/)
17:23:54	31171/31171	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Apr%202019%2020:33:14%20GMT	https://www.designdok.com/assets/images/portfolio/logo/10.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/logo/10.png	(from https://www.designdok.com/)
17:23:55	68466/68466	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/1.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/1.png	(from https://www.designdok.com/)
17:23:56	79671/79671	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/2.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/2.png	(from https://www.designdok.com/)
17:23:57	77793/77793	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/3.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/3.png	(from https://www.designdok.com/)
17:23:58	124424/124424	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/4.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/4.png	(from https://www.designdok.com/)
17:23:59	65467/65467	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/5.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/5.png	(from https://www.designdok.com/)
17:24:00	53591/53591	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/6.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/6.png	(from https://www.designdok.com/)
17:24:01	94589/94589	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/7.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/7.png	(from https://www.designdok.com/)
17:24:02	54266/54266	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/8.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/8.png	(from https://www.designdok.com/)
17:24:03	50527/50527	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/9.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/9.png	(from https://www.designdok.com/)
17:24:04	56392/56392	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:40%20GMT	https://www.designdok.com/assets/images/portfolio/branding/10.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/10.png	(from https://www.designdok.com/)
17:24:05	49186/49186	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:42%20GMT	https://www.designdok.com/assets/images/portfolio/branding/11.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/11.png	(from https://www.designdok.com/)
17:24:06	52150/52150	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:42%20GMT	https://www.designdok.com/assets/images/portfolio/branding/12.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/12.png	(from https://www.designdok.com/)
17:24:07	61737/61737	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:42%20GMT	https://www.designdok.com/assets/images/portfolio/branding/13.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/13.png	(from https://www.designdok.com/)
17:24:08	74493/74493	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:42%20GMT	https://www.designdok.com/assets/images/portfolio/branding/14.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/14.png	(from https://www.designdok.com/)
17:24:09	78969/78969	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Apr%202019%2016:34:42%20GMT	https://www.designdok.com/assets/images/portfolio/branding/15.png	/Users/canyonsmith/websites/consultancy/www.designdok.com/assets/images/portfolio/branding/15.png	(from https://www.designdok.com/)
